timestamp,user_id,movie_id,rating
2023-12-27 19:11:09,99788,the+brothers+2001,3
2023-12-27 19:12:51,160766,the+tigger+movie+2000,4
2023-12-27 20:51:20,33394,as+good+as+it+gets+1997,2
2023-12-27 22:27:07,22133,waterworld+1995,2
2023-12-28 02:19:25,165531,ring+of+bright+water+1969,3
2023-12-28 15:43:37,130354,dumb+and+dumber+1994,4
2023-12-28 17:10:59,18184,faceoff+1997,4
2023-12-29 01:56:25,180714,the+princess+bride+1987,4
2023-12-29 13:17:09,185107,hook+1991,4
2023-12-29 17:23:30,102505,se7en+1995,3
2023-12-29 19:12:57,180714,when+harry+met+sally...+1989,4
2023-12-29 20:06:03,96644,hairspray+2007,4
2023-12-29 20:26:22,97348,dances+with+wolves+1990,3
2023-12-29 23:21:02,112308,men+in+black+1997,4
2023-12-30 07:39:33,74516,jurassic+park+1993,4
2023-12-30 13:58:28,131397,the+edge+1997,5
2023-12-30 20:53:30,77206,city+of+god+2002,4
2023-12-30 21:29:01,185107,life+is+beautiful+1997,3
2023-12-30 23:47:42,74039,city+slickers+ii+the+legend+of+curlys+gold+1994,4
2023-12-31 02:20:08,208041,the+lord+of+the+rings+the+return+of+the+king+2003,5
2023-12-31 02:57:02,165531,pulp+fiction+1994,4
2023-12-31 11:21:41,114484,snow+white+and+the+seven+dwarfs+1937,5
2023-12-31 17:18:37,33394,the+rapture+1991,3
2023-12-31 20:00:35,165531,star+trek+generations+1994,2
2024-01-01 02:03:53,118783,the+piano+1993,3
2024-01-01 04:17:44,170171,absolute+power+1997,3
2024-01-01 14:51:13,64567,the+pianist+2002,4
2024-01-01 19:38:38,118201,hellbound+hellraiser+ii+1988,3
2024-01-01 20:40:29,18184,beyond+the+mat+1999,5
2024-01-01 20:54:22,85832,the+big+lebowski+1998,4
2024-01-01 22:03:50,135589,the+first+wives+club+1996,5
2024-01-01 22:15:29,170171,fierce+creatures+1997,3
2024-01-01 23:09:00,7569,star+trek+generations+1994,4
2024-01-02 03:30:50,64567,terminator+2+judgment+day+1991,4
2024-01-02 15:34:11,22133,beverly+hills+cop+iii+1994,3
2024-01-02 23:01:46,26488,nobodys+fool+1994,3
2024-01-02 23:12:48,170171,black+sheep+1996,2
2024-01-03 00:18:29,97348,miracle+on+34th+street+1994,4
2024-01-03 19:27:59,209904,the+jungle+book+1994,5
2024-01-03 22:44:47,74039,grosse+pointe+blank+1997,4
2024-01-04 01:44:32,131397,little+big+league+1994,3
2024-01-04 06:59:30,63834,the+singing+detective+2003,4
2024-01-04 07:29:27,116436,american+pie+2+2001,3
2024-01-04 18:35:59,185107,the+abyss+1989,5
2024-01-04 22:56:46,8610,outbreak+1995,3
2024-01-04 23:01:28,46485,2001+a+space+odyssey+1968,5
2024-01-04 23:55:17,18184,escape+from+new+york+1981,2
2024-01-05 00:25:23,97348,the+piano+1993,5
2024-01-05 10:25:05,46299,the+nightmare+before+christmas+1993,5
2024-01-05 12:15:36,33394,dumbo+1941,4
2024-01-05 12:16:30,74039,the+shawshank+redemption+1994,5
2024-01-05 15:13:49,77206,life+of+brian+1979,3
2024-01-05 16:00:00,152152,titanic+1997,4
2024-01-05 19:05:59,38266,all+the+right+moves+1983,3
2024-01-05 21:08:46,216037,jurassic+park+1993,5
2024-01-05 21:41:15,8610,heat+1995,1
2024-01-06 02:42:38,60725,terminator+2+judgment+day+1991,5
2024-01-06 03:23:22,55027,the+lord+of+the+rings+the+two+towers+2002,5
2024-01-06 06:12:03,146250,reign+of+fire+2002,4
2023-12-28 00:52:14,209904,a+grand+day+out+1990,4
2023-12-28 13:34:05,5750,the+client+1994,3
2023-12-28 19:47:08,165531,addams+family+values+1993,2
2023-12-29 02:27:59,118783,return+of+the+jedi+1983,4
2023-12-29 17:00:35,131397,tomorrow+never+dies+1997,2
2023-12-29 20:32:07,117166,apollo+13+1995,4
2023-12-30 15:48:49,118783,pink+floyd+the+wall+1982,4
2023-12-30 17:39:10,114484,the+sound+of+music+1965,5
2023-12-30 20:48:33,99425,poltergeist+iii+1988,3
2023-12-31 12:12:36,118201,the+postman+1997,4
2023-12-31 15:24:24,209063,sleepless+in+seattle+1993,5
2023-12-31 16:30:20,64567,the+graduate+1967,5
2024-01-01 14:28:16,77206,u+turn+1997,3
2024-01-01 17:05:31,209063,only+you+1994,5
2024-01-01 17:11:12,117166,natural+born+killers+1994,1
2024-01-01 17:40:49,74516,the+mask+1994,3
2024-01-01 23:22:38,74039,o+brother_+where+art+thou+2000,4
2024-01-02 00:04:53,114484,the+rocky+horror+picture+show+1975,4
2024-01-02 02:38:34,130354,whats+eating+gilbert+grape+1993,3
2024-01-02 13:03:45,37109,the+40+year+old+virgin+2005,4
2024-01-02 17:12:48,99788,do+the+right+thing+1989,5
2024-01-02 22:15:41,37109,son+in+law+1993,2
2024-01-03 04:40:48,42424,the+day+the+earth+stood+still+1951,4
2024-01-03 19:51:35,117166,jurassic+park+1993,5
2024-01-03 22:38:21,33394,metropolitan+1990,4
2024-01-04 03:17:55,46485,schindlers+list+1993,5
2024-01-04 06:33:23,60725,meet+the+parents+2000,4
2024-01-04 20:50:47,180714,children+of+a+lesser+god+1986,3
2024-01-04 21:05:15,152829,the+piano+1993,3
2024-01-04 21:09:07,37109,21+2008,4
2024-01-05 00:19:28,64567,mary+poppins+1964,5
2024-01-05 07:16:11,60725,ghostbusters+1984,4
2024-01-05 11:33:16,165531,silent+movie+1976,3
2024-01-05 16:06:22,130354,pocahontas+1995,3
2024-01-05 20:07:48,116436,poltergeist+1982,4
2024-01-05 23:29:49,97348,pretty+woman+1990,2
2024-01-06 00:37:24,152152,the+towering+inferno+1974,3
2024-01-06 01:12:36,55255,ed+wood+1994,4
2024-01-06 04:20:53,46485,citizen+kane+1941,5
2024-01-06 06:40:39,7569,outbreak+1995,5
2024-01-06 09:28:20,170171,the+saint+1997,4
2024-01-06 19:50:51,38266,cocoon+1985,4
2024-01-06 20:24:31,5750,the+santa+clause+1994,4
2024-01-06 21:44:51,102505,stargate+1994,4
2024-01-07 03:34:48,46485,x-men+2000,2
2024-01-07 03:58:40,183731,the+godfather+1972,5
2024-01-07 04:41:46,60725,braveheart+1995,5
2024-01-07 09:02:52,8610,the+wrong+trousers+1993,4
2024-01-07 18:52:12,209063,clueless+1995,4
2024-01-07 19:11:29,102505,the+santa+clause+1994,2
2024-01-07 19:17:15,114484,santa+claus+the+movie+1985,4
2024-01-07 19:26:43,58452,dune+1984,4
2024-01-07 20:55:18,171859,amadeus+1984,3
2024-01-07 21:01:53,37109,cant+hardly+wait+1998,4
2024-01-08 05:20:18,18184,seven+samurai+1954,5
2024-01-08 06:53:29,63834,raising+cain+1992,4
2024-01-08 18:18:40,165531,more+american+graffiti+1979,2
2024-01-08 20:05:26,96644,seven+brides+for+seven+brothers+1954,5
2024-01-08 20:46:46,152152,jerry+maguire+1996,4
2024-01-08 21:03:15,172263,shaft+1971,4
2024-01-08 23:53:30,38266,father+of+the+bride+part+ii+1995,4
2024-01-09 20:49:22,171366,splash+1984,3
2024-01-10 01:56:56,130354,the+flintstones+1994,1
2024-01-10 04:43:29,64567,the+hours+2002,5
2024-01-10 06:22:10,25126,legends+of+the+fall+1994,5
2024-01-10 10:41:57,131397,dantes+peak+1997,2
2024-01-10 15:00:32,26488,beverly+hills+cop+iii+1994,3
2024-01-10 15:15:27,107695,american+history+x+1998,5
2024-01-10 15:33:48,180714,my+favorite+year+1982,3
2024-01-10 15:40:57,55027,kung+fu+hustle+2004,4
2024-01-10 18:05:54,209904,the+addams+family+1991,2
2024-01-10 20:56:15,131397,the+crying+game+1992,4
2024-01-10 21:58:11,170171,the+fifth+element+1997,5
2024-01-10 23:42:46,193941,detroit+rock+city+1999,1
2024-01-11 00:35:51,118783,the+rock+1996,3
2024-01-11 00:36:39,171366,the+mask+of+zorro+1998,4
2024-01-11 02:09:06,150599,halloween+1978,1
2024-01-11 02:24:45,42424,my+beautiful+laundrette+1985,4
2024-01-11 02:33:14,175389,the+dark+knight+2008,5
2024-01-11 04:20:49,25126,mi+vida+loca+1994,4
2024-01-11 14:32:26,171859,balto+1995,4
2024-01-11 14:52:20,116436,harvey+1950,4
2024-01-06 07:37:46,131397,casablanca+1942,5
2024-01-06 12:23:26,64567,the+sting+1973,4
2024-01-06 16:43:58,63834,in+the+company+of+men+1997,5
2024-01-06 22:01:06,114484,the+lion+king+1994,2
2024-01-07 01:31:27,135589,return+of+the+jedi+1983,4
2024-01-07 02:47:56,148689,the+nutty+professor+1996,1
2024-01-07 03:00:06,140952,ronin+1998,3
2024-01-07 05:22:24,77206,harry+potter+and+the+chamber+of+secrets+2002,4
2024-01-07 08:01:02,165531,samurai+fiction+1998,1
2024-01-07 10:58:36,185107,akira+1988,4
2024-01-07 11:29:38,117166,pulp+fiction+1994,3
2024-01-07 13:38:05,96644,rudy+1993,3
2024-01-07 14:02:23,55255,muriels+wedding+1994,4
2024-01-07 15:01:52,118783,amadeus+1984,5
2024-01-07 15:29:35,152152,like+water+for+chocolate+1992,4
2024-01-07 15:54:42,171859,raiders+of+the+lost+ark+1981,5
2024-01-07 16:30:51,180949,spy+hard+1996,4
2024-01-07 18:49:51,183731,aladdin+and+the+king+of+thieves+1996,5
2024-01-07 19:26:00,55027,nausica+of+the+valley+of+the+wind+1984,5
2024-01-07 21:09:49,170171,the+truth+about+cats++dogs+1996,4
2024-01-07 21:52:38,5750,ghost+1990,3
2024-01-08 00:57:07,116436,the+sum+of+all+fears+2002,3
2024-01-08 01:20:46,60725,killing+zoe+1993,3
2024-01-08 17:41:26,180949,stargate+1994,3
2024-01-08 19:12:37,77206,the+whole+nine+yards+2000,3
2024-01-08 20:29:23,18184,alien+resurrection+1997,1
2024-01-08 22:25:50,171859,speed+1994,4
2024-01-08 22:43:47,102505,sense+and+sensibility+1995,5
2024-01-09 00:16:37,180949,addams+family+values+1993,5
2024-01-09 00:17:47,107663,miss+congeniality+2000,3
2024-01-09 00:28:06,107695,the+help+2011,5
2024-01-09 03:33:06,171366,i.q.+1994,4
2024-01-09 06:06:27,46485,arachnophobia+1990,2
2024-01-09 13:52:50,60725,l.a.+confidential+1997,5
2024-01-09 14:04:47,74039,moulin+rouge+2001,4
2024-01-09 17:20:06,97348,babe+1995,4
2024-01-09 20:49:20,34825,pleasantville+1998,2
2024-01-09 21:33:45,135589,ace+ventura+when+nature+calls+1995,5
2024-01-09 23:05:30,38266,space+jam+1996,4
2024-01-10 01:13:24,150599,under+siege+2+dark+territory+1995,4
2024-01-10 01:40:43,180949,batman+forever+1995,4
2024-01-10 02:45:51,77206,cloverfield+2008,4
2024-01-10 04:26:15,8610,the+fugitive+1993,2
2024-01-10 04:47:29,193941,weekend+at+bernies+1989,3
2024-01-10 09:13:20,175389,spider-man+2+2004,5
2024-01-10 17:25:42,97348,priest+1994,4
2024-01-10 19:07:40,180714,henry+v+1989,2
2024-01-10 19:08:37,10609,from+dusk+till+dawn+1996,3
2024-01-10 22:44:18,101673,howls+moving+castle+2004,5
2024-01-11 01:00:41,5750,schindlers+list+1993,5
2024-01-11 02:29:11,46485,a+clockwork+orange+1971,4
2024-01-11 04:43:40,74016,scream+1996,3
2024-01-11 11:17:48,63834,bugsy+1991,4
2024-01-11 16:10:21,7569,braveheart+1995,3
2024-01-11 16:47:46,117166,dumb+and+dumber+1994,3
2024-01-11 17:56:36,107663,elizabeth+1998,4
2024-01-11 18:14:06,193941,american+pie+1999,4
2024-01-11 18:14:31,60725,the+matrix+1999,5
2024-01-11 19:53:09,150599,chicago+2002,5
2024-01-11 21:59:03,55027,i+know+what+you+did+last+summer+1997,4
2024-01-11 23:30:58,85832,election+1999,4
2024-01-12 00:12:12,96123,the+mighty+ducks+1992,1
